OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,CREATED_DATE,LAST_EDITED_DATE,SHAPEAREA,SHAPELEN
2383872,,0.75664478,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,,,32959.446532015,910.668118893904
2383873,,0.01348538,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,,,587.41616090778,117.777236763765
2383874,,0.91959361,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,OPEN SPACE,,,,,,,,40057.4977217988,800.575661772463
2383875,,1.8878434,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,OPEN SPACE,,,,,,,,82234.4583370011,1827.67599718273
2383876,,0.96682933,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,OPEN SPACE,,,,,,,,42115.085698096,2071.34550385564
2383877,,1.23074044,MORRISVILLE TOWN OF ,MORRISVILLE,OPEN SPACE,,,,,,,,53611.0537645568,1951.31199891494
2383878,Richland Creek Greenway,0.57189947,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,Parking Area,,RICHLAND CREEK,,,,24911.9426516445,620.550207439902
2383879,,8.0201687,RALEIGH CITY OF ,GARNER,GREENWAY,,,,,,,,349358.555467047,3336.82759301155
2383880,,4.803335,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,,,209233.272572446,2935.85339896592
2383881,,0.31976851,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,13929.1142550005,577.615063379542
2383882,,5.01908797,THE CITY OF RALEIGH ,RALEIGH,OPEN SPACE,,,,,,,,218631.449012937,2077.20983380463
2383883,,2.29072061,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,99783.7898958783,1342.04281353749
2383884,,47.4477835,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,2066825.47670936,6870.15754415116
2383885,,0.14735716,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,6418.87799911616,571.321352934789
2383886,,0.57391472,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,24999.7254139927,833.39847999172
2383887,,0.94573184,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,41196.0789243569,1176.52710705091
2383888,,0.13619224,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,5923.93836502178,510.6246095821
2383889,,0.98665333,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,42970.9774232492,1070.20998668514
2383890,,0.03085571,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,1339.72208986208,191.651934878834
2383891,,0.84844591,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,36958.3038717243,1115.5494631178
2383892,,1.26828307,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,55246.4105251437,1896.03740288028
2383893,,0.91998211,NORTH CAROLINA STATE OF ,RALEIGH,OPEN SPACE,,,,,,,,40074.4207703726,851.238886814575
2383894,,0.04259066,NORTH CAROLINA STATE OF ,RALEIGH,OPEN SPACE,,,,,,,,1855.24893926879,215.469456256686
2383895,,0.23887159,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,10380.8876789624,361.390479306131
2383896,,46.14027955,"BEACH, DEBORAH L ",WAKE COUNTY,OPEN SPACE,,EASEMENT,960,MARKS CREEK,,,,2009872.77115926,8125.3626283608
2383897,OS-047,1.6114174,WAKE COUNTY,WAKE COUNTY,GREENWAY,,EASEMENT,,NEUSE RIVER,OS-047,,,70190.0994476883,1217.52298637315
2383898,OS-026,8.27483936,WAKE COUNTY,WAKE COUNTY,GREENWAY,,EASEMENT,,NEUSE RIVER,OS-026,,,350969.63492036,3074.26440419681
2383899,OS-020,1.6853271,WAKE COUNTY,WAKE COUNTY,GREENWAY,,EASEMENT,,NEUSE RIVER,OS-020,,,73560.385699772,1289.42048129783
2383900,Planned Park,13.30411453,RALEIGH CITY OF ,RALEIGH,PARK,,,,,,,,579520.601790921,3885.58453955233
2383901,Thompson Elementary School,1.63942822,WAKE COUNTY ,RALEIGH,SCHOOL,,,,,,,,71413.4933418603,1166.66982394672
2383902,OS-079,2.87917746,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,959,SWIFT CREEK,OS-079,,,54605.6018960702,1261.68409612873
2383903,OS-080,0.45825551,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS-080,,,19961.6098297016,598.652676130375
2383904,OS-008,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-008,,,14998.739084266,500.291553737639
2383905,OS-007,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-007,,,20195.5148121369,601.347648761007
2383906,OS-004,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-004,,,21970.5733814971,643.09717588292
2383907,OS-006,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-006,,,14790.3520120745,567.506648126263
2383908,OS-009,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-009,,,22363.1844776411,624.834848394253
2383909,OS-005,2.60733226,WAKE COUNTY,FUQUAY-VARINA,OPEN SPACE,,,951,,OS-005,,,19275.7997662274,592.428054537841
2383910,OS-107,22.84844634,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,,OS-107,,,995278.322575705,4599.55508695586
2383911,Little River Reservoir,2398.08621218,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,,,,,970.735022610183,246.333678935703
2383912,Little River Reservoir,2127.58301159,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,,,,2021/02/16 02:45:32+00,92721455.7408439,166332.343448355
2383913,Little River Reservoir,2398.08621218,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,,,,,576080.457980523,4150.68377752775
2383914,OS-112,128.11110042,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,HOMINY CREEK,OS-112,,,5580362.12584803,18425.7216327707
2383915,Little River Reservoir,2398.08621218,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,,,,,1916.31912707458,216.128891971044
2383916,Little River Reservoir,2398.08621218,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,LITTLE RIVER,,,,1273074.86042567,8014.04328308842
2383917,OS-114,4.30628011,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS-114,,,187581.561375385,2088.67526349798
2383918,OS-058,97.05137641,STATE OF NORTH CAROLINA,RALEIGH,GREENWAY,,,,,OS-021,,,4227557.95656727,10366.9716734955
2383919,Little River Reservoir,94.96235916,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,610,HOMINY CREEK,,,,4136560.93334852,11655.7765209338
2383920,NCPR Recreation Land,1024.47493705,UNITED STATES OF AMERICA,WAKE COUNTY,GAMELAND,STATE OF NC, , ,NEUSE RIVER,,,,44626128.2580798,59582.8883277983
2383921,NCPR Recreation Land,895.64133012,UNITED STATES OF AMERICA,WAKE COUNTY,GAMELAND,STATE OF NC, , ,BEAVERDAM CREEK,,,,39014136.3400958,62231.02733294
2383922,Crabtree Creek Mitigation Project,1142.2897275,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,144559.127224778,3335.2716048346
2383923,Crabtree Creek Mitigation Project,609.22831322,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,CRABTREE CREEK,,,,26537985.3236609,45137.0782680643
2383924,Crabtree Creek Mitigation Project,330.88397723,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,CRABTREE CREEK,,,,14413306.0482745,29978.9685625315
2383925,Crabtree Creek Mitigation Project,37.19067548,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,CRABTREE CREEK,,,,1620025.82398815,7434.43888526773
2383926,Crabtree Creek Mitigation Project,31.65005184,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,CRABTREE CREEK,,,,1378676.25798227,5367.68115498704
2383927,Crabtree Creek Mitigation Project,39.73347965,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,1730790.37341205,9693.85900557082
2383928,Robertson Millpond Preserve,81.78967227,WAKE COUNTY,WAKE COUNTY,PARK,Wake County,,,,OS-118,,2019/06/06 20:00:50+00,3562758.12416669,11177.1988504008
2383929,,0.33714379,WAKE CNTY ,CARY,OPEN SPACE,,,,,,,,14685.9635000869,679.650545275496
2383930,,1.16735183,WAKE COUNTY ,WC,OPEN SPACE,,,,,,,,50849.8314679576,1232.48032733524
2383931,Future Nature Preserve,2.71330363,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS-118,,,118191.506091357,2096.61066781177
2383932,School Property,28.3773306,WCPSS,RALEIGH,SCHOOL,,,,,,,,1236113.17552253,5306.77384988059
2383933,,0.34745784,CARY TOWN OF ,CARY,GREENWAY,,,,,,,,234152.836418406,3272.64362060986
2383934,White Oak Creek Greenway,15.89172234,TOWN OF CARY,CARY,GREENWAY,,Strother Partnership,,WHITE OAK CREEK,OS-003,,,699930.339042179,4722.96895806693
2383935,OS-058,18.15789481,STATE OF NORTH CAROLINA,RALEIGH,GREENWAY,,,,,,,,790957.898059637,4097.34068278892
2383936,,334.15194823,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,,,,,,,14555658.8649769,25721.5466583265
2383937,,17.18423371,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS-119,,,748545.220428886,3696.24186734665
2383938,Walnut Creek Trail,33.76597838,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,GREENWAY,,,,,,,,1470846.00126616,8265.69220343496
2383939,Walnut Creek Trail,10.06154379,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,GREENWAY,,,,,,,,438280.847608034,2958.32105327383
2383940,Crabtree Creek Mitigation Project,38.58434554,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,39813.3068588032,895.801673936498
2383941,Crabtree Creek Mitigation Project,38.57145816,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,1680172.71757284,7154.00221957275
2383942,Crabtree Creek Mitigation Project,27.394114,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,1193287.60581661,8079.00205916425
2383943,Crabtree Creek Mitigation Project,24.25106741,WAKE COUNTY,RALEIGH,MITIGATION, , ,606,BRIER CREEK,,,,1056376.4962554,7895.12270872018
2383944,,0.33240467,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,14479.5473805006,532.822320746799
2383945,,0.75756062,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,,,32999.3405308533,1200.54470819996
2383946,,0.10548894,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,,,4595.09802759622,265.467981202871
2383947,,0.06065307,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,,,2642.04762527115,268.212521802197
2383948,,0.09906979,NCDOT,WAKE FOREST,OPEN SPACE,,,,,,,,4300.13980506308,232.666075816631
2383949,,0.41279161,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,,,17988.2335545021,554.543584120719
2383950,,0.56220181,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,,,24489.5108551825,641.479018463755
2383951,,0.89050681,KCD COORSDALE LLC ,CARY,OPEN SPACE,,,,,,,,38790.4766386171,994.632239274289
2383952,,2.85687859,CARY TOWN OF ,CARY,OPEN SPACE,,PUMP STATION,,,,,,124445.63137462,1563.76301302213
2383953,Meeting Place Park,0.31687478,CARY TOWN OF ,CARY,PARK,,,,,,,,13803.0655849304,491.417189749661
2383954,,2.49071488,TOWN OF WAKE FOREST ,WAKE FOREST,GREENWAY,,,,,,,,108495.540308124,4063.15032655407
2383955,Triangle Greenways Council,10.00975928,TRIANGLE GREENWAYS COUNCIL ,WAKE COUNTY,OPEN SPACE,,,,,,,,436025.114086553,3600.59762703482
2383956,Triangle Greenways Council,14.0006783,TRIANGLE GREENWAYS COUNCIL ,HOLLY SPRINGS,GREENWAY,,,,,,,,609869.549415402,4413.59249815598
2383957,,2.43561393,NCDOT,APEX,OPEN SPACE,,,,,,,,106095.342664772,1891.25434632025
2383958,Shearon Harris Game Lands,7.30390339,CP&L,WAKE COUNTY,GAMELAND, , , ,,,,,318158.03177734,3530.81816041213
2383959,Shearon Harris Game Lands,17.38960827,CP&L,WAKE COUNTY,GAMELAND, , , ,,,,,757554.976719373,3657.55003368015
2383960,Shearon Harris Game Lands,32.24996456,CP&L,WAKE COUNTY,GAMELAND, , , ,,,,,1404811.55451704,5105.8764412069
2383961,Shearon Harris Game Lands,27.29971687,CP&L,WAKE COUNTY,GAMELAND, , , ,,,,,1189169.63584425,5373.68468054323
2383962,,5.87027333,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,,,,,255709.140610036,3653.5944442536
2383963,,2.95083467,TRIANGLE GREENWAYS COUNCIL,RALEIGH,OPEN SPACE,,,,,OS-14,,,128538.358407055,3228.9221310497
2383964,Austin Creek Greenway,1.06433676,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,,,46362.509336622,1034.25011949953
2383965,,3.17677942,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,,,,,138380.511551857,1998.98937935818
2383966,,8.42695845,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,,,64071.8917243393,1268.14896449644
2383967,Holding Park & Community House,8.42695845,TOWN OF WAKE FOREST,WAKE FOREST,PARK,,,,,,,,137420.455436336,1783.48318034692
2383968,,0.40591903,APEX TOWN OF ,APEX,OPEN SPACE,,,,,,,,17681.8329862831,808.622766284757
2383969,,1.52359114,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,,,66367.635171625,1608.11067504333
2383970,,0.1594051,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,,,6943.68603729766,742.948439538641
2383971,,1.41624299,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,,,61691.5446213758,1889.83778008051
2383972,,1.63082799,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,,,71038.8979433503,3134.21004032965
2383973,,1.73454527,TOWN OF WAKE FOREST ,WAKE FOREST,GREENWAY,,,,,,,,75556.7918175079,2543.26358121403
2383974,,50.18409915,COUNTY OF WAKE ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,,2186016.08939182,14559.6685355784
2383975,,0.6541421,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,28494.4299416526,833.561360669327
2383976,Crabtree Creek Greenway,8.69455572,CITY OF RALEIGH ,RALEIGH,GREENWAY,,,,,,,,378734.846989061,2667.84997392804
2383977,American Tobacco Trail,26.63447786,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,,,1160197.63153691,21345.6401763593
2383978,American Tobacco Trail,12.88586916,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,,,561306.977180897,10868.6569035214
2383979,,8.66636456,TOWN OF HOLLY SPRINGS ,HOLLY SPRINGS,OPEN SPACE,,,,,,,,377505.899857756,3187.83209177294
2383980,,12.01049477,NC DEPARTMENT OF TRANSPORATION ,RALEIGHI,OPEN SPACE,,,,,,,,523177.166818859,3496.25183688936
2383981,,42.73967685,CITY OF OAKS FOUNDATION INC ,RALEIGH,GREENWAY,,,,,,,,1861750.03360979,5762.70615620857
2383982,,32.28024601,THE TOWN OF KNIGHTDALE ,KNIGHTDALE,GREENWAY,,,,,,,,1406127.516141,7202.52650795639
2383983,,8.17009162,THE TOWN OF KNIGHTDALE ,KNIGHTDALE,OPEN SPACE,,,,,,,,355889.191096221,3250.76751284358
2383984,,26.70472719,CITY OF OAKS FOUNDATION INC ,RALEIGH,OPEN SPACE,,,,,,,,1163257.91641746,5390.23609389031
2383985,MAYBROOK FOREST,11.51254069,HOMEOWNERS ASSOCIATION,RALEIGH,GREENWAY,,,,,,,,501486.272458988,5624.04875270157
2383986,Abbot's Creek Elementary School,9.6700859,WAKE COUNTY ,RALEIGH,SCHOOL,,,,,,,,510484.17896066,2893.81152464785
2383987,Abbott's Creek Park,9.39085772,WAKE COUNTY ,RALEIGH,PARK,,,,,,,,1268336.8467493,6639.70419837869
2383988,Conservation Spurgeon Ln,,TOWN OF CARY,WC,OPEN SPACE,WAKE COUNTY,,,,,,,193635.781600204,2136.32679485428
2383989,Black Creek Greenway,0.90385871,TOWN OF CARY,CARY,GREENWAY,,EASEMENT,,,,,,39371.5954514417,2766.34615295382
2383990,,0.71158512,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,,,30996.6441576679,705.231654827993
2383991,,0.11299449,NCDOT,WAKE FOREST,OPEN SPACE,,,,,,,,4905.32975841561,248.489748477586
2383992,Leesville Road Park,57.62984495,CITY OF RALEIGH,RALEIGH,PARK,,,,,,,,2439020.17935164,6299.95054432141
2383993,Horseshoe Park,157.58252182,CITY OF RALEIGH,RALEIGH,PARK, , , ,NEUSE RIVER,,,,6853033.95803203,13117.8963203752
2383994,,15.8316439,TOWN OF WAKE FOREST ,WAKE FOREST,OPEN SPACE,,,,,,,,689642.505693287,8655.15032386724
2383995,OS,22.49845119,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:26:56+00,980032.533776053,5318.04379094958
2383996,,0.42790556,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,OPEN SPACE,,,,,,,,18639.5661418262,715.878312667225
2383997,Suburban Drive,0.16951504,,RALEIGH,OPEN SPACE,,,,,,,,7384.07512172089,326.553631087341
2383998,Suburban Drive,0.15413101,,RALEIGH,OPEN SPACE,,,,,,,,6713.94661832766,290.766250056347
2383999,Buffalo Creek,3.01391858,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,131286.293529748,1557.9581212068
2384000,Buffalo Creek,4.9774103,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,216815.993856707,2193.83503900056
2384001,Buffalo Creek,161.52250806,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,7035920.45146862,11587.0957746782
2384002,Buffalo Creek,6.50786211,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,283482.473598554,2600.0696701379
2384003,Buffalo Creek,238.1697644,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,10374674.9371622,24948.6846479478
2384004,Buffalo Creek,3.54501746,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,154420.960418589,1701.61921828165
2384005,Buffalo Creek,30.2487628,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-125,,,1317636.10784878,4749.48957271424
2384006,Tongue,1,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,Little River,OS-127,,2018/06/25 14:24:31+00,46140.9954184581,858.724304490145
2384007,Tongue,0.91,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,Wake County,,,Little River,OS-127,,2018/06/25 14:24:53+00,38024.8732034896,1606.42287961183
2384008,Future Nature Preserve,9.67,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,,,421834.48499685,5260.43404256673
2384009,,0.235116,COUNTY OF WAKE ,COUNTY OF WAKE,OPEN SPACE,,,,,,,,10241.6618323369,435.224436636901
2384010,OS,49.06,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS,,2018/06/26 11:45:03+00,2137865.65428169,6947.90466715992
2384011,,10.36,WAKE COUNTY ,WC,OPEN SPACE,WAKE COUNTY,,,,,,,452852.233937934,3742.81936062055
2384012,Future Nature Preserve,60.12,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,,2018/06/25 14:42:06+00,2662750.13808934,7756.48683663872
2384013,Future Nature Preserve,10,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,,2018/06/25 14:46:18+00,441253.246193184,2681.94442171731
2384014,Buffalo Creek,111.25,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,OS,,2018/07/02 16:51:40+00,4835272.57402722,10280.41129122
2384015,OS,56.61,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2019/10/28 17:13:45+00,2467070.89140552,6988.49454109503
2384016,OS,14.75,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:27:08+00,642466.18942613,3880.08234998017
2384017,OS,7.45,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:27:08+00,323311.837778941,3448.82980411798
2384018,OS,7.68,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:27:08+00,334566.197541827,3487.81549232709
2384019,OS,30.31,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:27:08+00,1319999.42927779,5192.82901760879
2384020,OS,25.61,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,MARKS CREEK,,,2018/06/25 14:27:08+00,1115779.69385445,4362.4965669919
2384021,,,WAKE COUNTY ,,,,,,,,,,1408372.69682929,6305.56937033007
2384022,Future Beech Bluff County Park,259.46764123,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,PARK,WAKE COUNTY,Planned Park,190,MIDDLE CREEK,,2018/06/14 19:00:29+00,2022/04/01 13:03:35+00,11484952.1247273,28220.7017179947
2384023,OS,34.97,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,BUFFALO CREEK,,2018/06/25 14:49:30+00,2018/06/25 18:29:57+00,1521999.33039681,7173.86182179863
2384024,OS,40,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,,2018/06/25 18:19:15+00,2018/06/25 18:22:16+00,1742265.81231937,5494.3188157827
2384025,OS,58.32,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS,2018/06/25 18:21:30+00,2018/06/25 18:30:25+00,2540106.38595153,6465.54614511461
2384026,OS,13.18,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS,2018/06/25 18:31:00+00,2018/06/25 18:31:32+00,574275.40312391,3851.81730899739
2384027,OS,13.687,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS,2018/06/25 18:32:27+00,2018/06/25 18:32:55+00,597388.470703722,4338.53232643189
2384028,Sandy Pines Preserve,571.12,WAKE COUNTY,WAKE COUNTY,PARK,,FEE SIMPLE,950,,OS-109,2018/06/25 18:40:49+00,2021/10/14 18:02:04+00,24848119.1170985,25728.3037180201
2384029,Dorothea Dix Park,307.97955847,CITY OF RALEIGH,RALEIGH,PARK,,,,,,2019/05/28 18:01:06+00,2019/05/28 18:03:21+00,13415535.9046953,24030.7585534506
2384030,Turnipseed Nature Preserve,248.34546193,WAKE COUNTY,WENDELL,PARK,Wake County,,,,OS-086,2019/06/06 19:59:17+00,2019/10/28 17:19:07+00,10803582.963404,22945.1679314426
2384031,OS,1.89,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 15:17:37+00,2019/10/28 16:44:03+00,82365.2610146361,1235.96693082228
2384032,OS,21.52,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:30:53+00,2019/10/28 16:44:00+00,937220.656428051,3881.11606385592
2384033,OS,10,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:34:43+00,2019/10/28 16:44:55+00,435565.692176664,2790.05073861665
2384034,OS,10,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:37:57+00,2019/10/28 16:43:56+00,435619.699562942,2783.35851716769
2384035,OS,19.94,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:39:27+00,2019/10/28 16:43:40+00,868433.815616283,5446.2251397958
2384036,OS,9.21,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:42:18+00,2019/10/28 16:43:17+00,400756.933088818,3546.57348194256
2384037,OS,4.28,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:47:43+00,2019/10/28 16:48:25+00,186216.949688474,2802.71464490756
2384038,OS,19.42,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,,,,2019/10/28 16:49:11+00,2019/10/28 16:50:27+00,847336.596904756,5321.68256834679
2384039,OS-142,37,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,,,OS-142,2019/10/28 16:54:14+00,2019/10/28 17:16:56+00,1611521.58918489,12091.8919300023
2384040,,121.11185466,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,CEDAR FORK CREEK,,2021/08/31 16:18:37+00,2021/08/31 17:38:32+00,5275632.3888206,9723.33865279262
2384041,,30.51178014,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,CEDAR FORK CREEK,,2021/08/31 16:18:37+00,2021/08/31 17:38:32+00,1329093.14288773,5214.16017795668
2384042,,33.68275152,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,LITTLE RIVER,,2021/08/31 16:18:37+00,2021/08/31 17:38:32+00,1467220.65604385,5582.02170885608
2384043,,39.43283316,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,FEE SIMPLE,,LITTLE RIVER,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,1717694.21259678,6482.06733484819
2384044,,50.12586178,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,CONSERVATION EASEMENT,,FALLS LAKE,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,2183482.53891873,10036.223083579
2384045,,4.85681588,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,CONSERVATION EASEMENT,,FALLS LAKE,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,211562.899657915,1901.79633003838
2384046,,18.12883514,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,CONSERVATION EASEMENT,,FALLS LAKE,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,789692.058628254,4144.11051137344
2384047,,82.59164809,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,CONSERVATION EASEMENT,,FALLS LAKE,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,3597692.19081615,13252.459936161
2384048,,68.73967345,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,CONSERVATION EASEMENT,,FALLS LAKE,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,2994300.1753758,9741.74415981624
2384049,,0.45293801,TOWN OF GARNER ,GARNER,OPEN SPACE,,CONSERVATION EASEMENT,,SWIFT CREEK,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,19729.9798806862,602.000846790467
2384050,,9.72033265,TOWN OF GARNER ,GARNER,OPEN SPACE,,CONSERVATION EASEMENT,,SWIFT CREEK,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,423410.24822985,3163.62155301082
2384051,,0.5469007,TOWN OF GARNER ,GARNER,OPEN SPACE,,CONSERVATION EASEMENT,,SWIFT CREEK,,2021/08/31 16:18:37+00,2021/09/01 18:24:37+00,23822.9944978368,799.897931540984
